file,label
data/french/French1/DВgoЦt/Faible/01-D-1-1.aiff,Disgust
data/french/French1/DВgoЦt/Faible/05-D-1-1.aiff,Disgust
data/french/French1/DВgoЦt/Faible/05-D-1-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-1.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-1.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-1.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-2.aiff,Disgust
data/french/French1/DВgoЦt/Fort/03-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-5.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-4.aiff,Disgust
data/french/French1/DВgoЦt/Fort/02-D-2-1.aiff,Disgust
data/french/French1/DВgoЦt/Fort/01-D-2-6.aiff,Disgust
data/french/French1/DВgoЦt/Fort/06-D-2-3.aiff,Disgust
data/french/French1/DВgoЦt/Fort/04-D-2-1.aiff,Disgust
data/french/French1/DВgoЦt/Fort/05-D-2-1.aiff,Disgust
data/french/French1/Neutre/04-N-1.aiff,Neutral
data/french/French1/Neutre/05-N-6.aiff,Neutral
data/french/French1/Neutre/01-N-6.aiff,Neutral
data/french/French1/Neutre/03-N-2.aiff,Neutral
data/french/French1/Neutre/01-N-5.aiff,Neutral
data/french/French1/Neutre/05-N-2.aiff,Neutral
data/french/French1/Neutre/05-N-1.aiff,Neutral
data/french/French1/Neutre/06-N-6.aiff,Neutral
data/french/French1/Neutre/06-N-1.aiff,Neutral
data/french/French1/Neutre/02-N-6.aiff,Neutral
data/french/French1/Neutre/02-N-1.aiff,Neutral
data/french/French1/Neutre/05-N-5.aiff,Neutral
data/french/French1/Neutre/03-N-3.aiff,Neutral
data/french/French1/Neutre/06-N-4.aiff,Neutral
data/french/French1/Neutre/01-N-1.aiff,Neutral
data/french/French1/Neutre/06-N-2.aiff,Neutral
data/french/French1/Neutre/05-N-4.aiff,Neutral
data/french/French1/Neutre/04-N-3.aiff,Neutral
data/french/French1/Neutre/02-N-4.aiff,Neutral
data/french/French1/Neutre/03-N-4.aiff,Neutral
data/french/French1/Neutre/04-N-6.aiff,Neutral
data/french/French1/Neutre/05-N-3.aiff,Neutral
data/french/French1/Neutre/04-N-4.aiff,Neutral
data/french/French1/Neutre/01-N-3.aiff,Neutral
data/french/French1/Neutre/01-N-2.aiff,Neutral
data/french/French1/Neutre/01-N-4.aiff,Neutral
data/french/French1/Neutre/02-N-2.aiff,Neutral
data/french/French1/Neutre/03-N-6.aiff,Neutral
data/french/French1/Neutre/02-N-3.aiff,Neutral
data/french/French1/Neutre/04-N-5.aiff,Neutral
data/french/French1/Neutre/04-N-2.aiff,Neutral
data/french/French1/Neutre/02-N-5.aiff,Neutral
data/french/French1/Neutre/03-N-1.aiff,Neutral
data/french/French1/Neutre/06-N-3.aiff,Neutral
data/french/French1/Neutre/06-N-5.aiff,Neutral
data/french/French1/Neutre/03-N-5.aiff,Neutral
data/french/French1/Tristesse/Faible/06-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/06-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/06-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/06-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Faible/05-T-1-4.aiff,Sadness
data/french/French1/Tristesse/Faible/06-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-6.aiff,Sadness
data/french/French1/Tristesse/Faible/01-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/06-T-1-1.aiff,Sadness
data/french/French1/Tristesse/Faible/03-T-1-2.aiff,Sadness
data/french/French1/Tristesse/Faible/02-T-1-3.aiff,Sadness
data/french/French1/Tristesse/Faible/04-T-1-5.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-4.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-4.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-4.aiff,Sadness
data/french/French1/Tristesse/Fort/02-T-2-3.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-4.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/06-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-4.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/01-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-1.aiff,Sadness
data/french/French1/Tristesse/Fort/04-T-2-5.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-6.aiff,Sadness
data/french/French1/Tristesse/Fort/03-T-2-2.aiff,Sadness
data/french/French1/Tristesse/Fort/05-T-2-4.aiff,Sadness
data/french/French1/ColКre/Faible/03-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-1.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/03-C-1-1.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-3.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-1.aiff,Anger
data/french/French1/ColКre/Faible/01-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-1.aiff,Anger
data/french/French1/ColКre/Faible/03-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/03-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-1.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/06-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/03-C-1-4.aiff,Anger
data/french/French1/ColКre/Faible/02-C-1-2.aiff,Anger
data/french/French1/ColКre/Faible/03-C-1-5.aiff,Anger
data/french/French1/ColКre/Faible/04-C-1-6.aiff,Anger
data/french/French1/ColКre/Faible/05-C-1-1.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-4.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-4.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-4.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-3.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-5.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-2.aiff,Anger
data/french/French1/ColКre/Fort/01-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/03-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-6.aiff,Anger
data/french/French1/ColКre/Fort/06-C-2-4.aiff,Anger
data/french/French1/ColКre/Fort/05-C-2-4.aiff,Anger
data/french/French1/ColКre/Fort/02-C-2-1.aiff,Anger
data/french/French1/ColКre/Fort/04-C-2-4.aiff,Anger
data/french/French1/Surprise/Faible/04-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/04-S-1-5.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/04-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/04-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/04-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-5.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-4.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/01-S-1-5.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-5.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-3.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-5.aiff,Surprise
data/french/French1/Surprise/Faible/03-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/05-S-1-2.aiff,Surprise
data/french/French1/Surprise/Faible/06-S-1-1.aiff,Surprise
data/french/French1/Surprise/Faible/04-S-1-6.aiff,Surprise
data/french/French1/Surprise/Faible/02-S-1-5.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-1.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-1.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-1.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/05-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-5.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-1.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-4.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/02-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-2.aiff,Surprise
data/french/French1/Surprise/Fort/04-S-2-1.aiff,Surprise
data/french/French1/Surprise/Fort/03-S-2-6.aiff,Surprise
data/french/French1/Surprise/Fort/01-S-2-3.aiff,Surprise
data/french/French1/Surprise/Fort/06-S-2-1.aiff,Surprise
data/french/French1/Joie/Faible/04-J-1-6.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-4.aiff,Happiness
data/french/French1/Joie/Faible/06-J-1-2.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-2.aiff,Happiness
data/french/French1/Joie/Faible/06-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/04-J-1-4.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-1.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/01-J-1-2.aiff,Happiness
data/french/French1/Joie/Faible/01-J-1-4.aiff,Happiness
data/french/French1/Joie/Faible/01-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-4.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-4.aiff,Happiness
data/french/French1/Joie/Faible/01-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-6.aiff,Happiness
data/french/French1/Joie/Faible/01-J-1-6.aiff,Happiness
data/french/French1/Joie/Faible/04-J-1-1.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/06-J-1-1.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/04-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-6.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-1.aiff,Happiness
data/french/French1/Joie/Faible/06-J-1-5.aiff,Happiness
data/french/French1/Joie/Faible/03-J-1-2.aiff,Happiness
data/french/French1/Joie/Faible/05-J-1-6.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-1.aiff,Happiness
data/french/French1/Joie/Faible/04-J-1-3.aiff,Happiness
data/french/French1/Joie/Faible/02-J-1-2.aiff,Happiness
data/french/French1/Joie/Faible/06-J-1-6.aiff,Happiness
